method,budget,frame,psnr,rays,ms,steps
DDGI,4.0,96,29.6610,135524,88.269,7901367
DDGI,4.0,97,29.6410,135455,87.986,7856587
DDGI,4.0,98,29.5144,135033,87.728,7788214
DDGI,4.0,99,29.2978,135585,88.060,7814333
DDGI,4.0,100,29.2413,135733,87.488,7757776
DDGI,4.0,101,29.3138,136162,88.815,7856439
DDGI,4.0,102,28.0744,135494,90.189,7843312
DDGI,4.0,103,28.2017,135605,88.684,7921311
DDGI,4.0,104,28.2713,135306,89.272,7859669
DDGI,4.0,105,28.3843,135452,88.725,7871264
DDGI,4.0,106,28.3769,135252,88.568,7779654
DDGI,4.0,107,28.6121,135548,88.130,7810398
DDGI,4.0,108,27.9296,136053,87.612,7796033
DDGI,4.0,109,28.3086,135745,87.616,7816968
DDGI,4.0,110,27.2036,135721,88.637,7903772
DDGI,4.0,111,27.1451,135340,88.425,7871242
DDGI,4.0,112,27.3318,135732,88.413,7920362
DDGI,4.0,113,27.6022,135069,90.230,7787167
DDGI,4.0,114,27.9336,135469,88.316,7823774
DDGI,4.0,115,28.1095,135481,88.118,7766898
DDGI,4.0,116,28.3726,136300,88.155,7819087
DDGI,4.0,117,28.1982,135645,88.143,7820484
DDGI,4.0,118,28.1560,135673,89.287,7903595
DDGI,4.0,119,28.2476,135719,88.678,7900736
DDGI,4.0,120,28.3929,135414,88.325,7875321
DDGI,4.0,121,28.1662,135522,88.094,7832546
DDGI,4.0,122,28.2064,135262,87.863,7777188
DDGI,4.0,123,28.2570,135841,90.259,7812074
DDGI,4.0,124,28.4713,136032,89.878,7777109
DDGI,4.0,125,28.3087,135861,87.990,7887307
DDGI,4.0,126,28.3392,135508,87.878,7872387
DDGI,4.0,127,28.2953,135729,88.779,7926560
DDGI,4.0,128,28.3273,135345,88.848,7852541
DDGI,4.0,129,28.3007,135258,88.239,7814771
DDGI,4.0,130,28.4176,135525,89.174,7804157
DDGI,4.0,131,28.4878,135803,87.635,7780981
DDGI,4.0,132,28.4957,136188,88.024,7819886
DDGI,4.0,133,28.6384,135420,88.880,7845906
DDGI,4.0,134,28.4757,135658,88.656,7925174
DDGI,4.0,135,28.5299,135377,88.575,7862126
DDGI,4.0,136,28.4753,135584,90.799,7884111
DDGI,4.0,137,28.4648,135346,88.697,7788551
DDGI,4.0,138,28.4974,135619,88.310,7823019
DDGI,4.0,139,27.8385,135893,87.326,7773917
DDGI,4.0,140,28.0756,135991,88.127,7842411
DDGI,4.0,141,28.2261,135636,88.524,7882254
DDGI,4.0,142,28.3468,135343,88.437,7873403
DDGI,4.0,143,28.3696,135652,88.841,7906714
DDGI,4.0,144,28.4342,135085,88.104,7808024
DDGI,4.0,145,28.4400,135641,88.410,7824279
DDGI,4.0,146,28.3553,135502,87.906,7772097
DDGI,4.0,147,28.3150,136285,90.025,7825041
DDGI,4.0,148,28.3847,135903,88.063,7827761
DDGI,4.0,149,28.5752,135576,88.364,7901311
FCGI,4.0,0,14.2101,134526,63.990,9180622
FCGI,4.0,1,19.9883,132849,62.434,9077622
FCGI,4.0,2,21.9698,134141,62.435,9097737
FCGI,4.0,3,23.3442,133443,61.897,9176606
FCGI,4.0,4,24.2714,133179,60.977,9016932
FCGI,4.0,5,25.0089,134469,62.266,9212773
FCGI,4.0,6,25.5756,133088,61.284,9089338
FCGI,4.0,7,26.0771,133926,61.277,9083563
FCGI,4.0,8,26.6197,133894,62.404,9252713
FCGI,4.0,9,27.1478,133126,62.499,9071218
FCGI,4.0,10,27.6364,134612,61.735,9154436
FCGI,4.0,11,28.1487,132980,60.984,9066756
FCGI,4.0,12,28.5705,133410,61.017,9083857
FCGI,4.0,13,28.9977,133998,61.482,9247334
FCGI,4.0,14,29.3860,132911,59.988,9031922
FCGI,4.0,15,29.7162,134604,60.885,9133430
FCGI,4.0,16,30.1166,133001,60.593,9172632
FCGI,4.0,17,30.3841,133465,60.344,9024995
FCGI,4.0,18,30.6842,134142,61.747,9199702
FCGI,4.0,19,30.9281,133004,60.550,9040328
FCGI,4.0,20,31.1023,134246,60.892,9150198
FCGI,4.0,21,31.3162,133237,60.792,9141863
FCGI,4.0,22,31.4667,133459,61.370,9042305
FCGI,4.0,23,31.6450,134432,61.808,9230328
FCGI,4.0,24,31.8192,132759,60.720,9055260
FCGI,4.0,25,31.8857,134083,63.682,9068576
FCGI,4.0,26,31.9893,133423,62.423,9161142
FCGI,4.0,27,32.1449,133204,61.841,9059526
FCGI,4.0,28,32.2067,134488,63.026,9202217
FCGI,4.0,29,32.1781,132820,62.066,9086099
FCGI,4.0,30,32.2467,133950,61.592,9075941
FCGI,4.0,31,32.2999,133666,61.895,9208332
FCGI,4.0,32,32.0045,133213,60.611,9039355
FCGI,4.0,33,31.7960,134660,61.056,9177560
FCGI,4.0,34,31.7749,133113,60.453,9152138
FCGI,4.0,35,31.7958,133443,60.572,9063409
FCGI,4.0,36,31.8698,134205,61.503,9229989
FCGI,4.0,37,31.9249,132918,59.783,8995625
FCGI,4.0,38,31.9624,134201,60.782,9157876
FCGI,4.0,39,31.8650,133163,60.740,9153491
FCGI,4.0,40,30.2812,133583,61.019,9032594
FCGI,4.0,41,29.6840,134553,63.817,9228661
FCGI,4.0,42,29.0197,132962,60.397,9071853
FCGI,4.0,43,28.6753,134471,61.152,9152549
FCGI,4.0,44,28.7478,133225,67.708,9160864
FCGI,4.0,45,28.7743,133474,63.054,9060328
FCGI,4.0,46,28.7197,134584,63.276,9267195
FCGI,4.0,47,28.8977,132904,61.557,9070300
FCGI,4.0,48,29.0252,134115,61.994,9076392
FCGI,4.0,49,29.2428,133566,61.940,9216707
FCGI,4.0,50,29.4435,133084,60.972,9019639
FCGI,4.0,51,29.5889,134528,61.665,9159598
FCGI,4.0,52,29.7576,133073,61.119,9093806
FCGI,4.0,53,29.9790,133782,62.562,9102299
FCGI,4.0,54,30.2334,133908,63.448,9180227
FCGI,4.0,55,30.4250,132873,62.608,9015953
FCGI,4.0,56,30.5698,134916,64.275,9207793
FCGI,4.0,57,30.7373,132773,64.552,9141002
FCGI,4.0,58,30.8133,133751,62.788,9012239
FCGI,4.0,59,30.9741,134069,64.757,9189540
FCGI,4.0,60,31.1887,132974,61.864,9058884
FCGI,4.0,61,31.3056,134261,65.056,9132196
FCGI,4.0,62,31.4031,133006,62.817,9126920
FCGI,4.0,63,31.3843,133700,60.862,9051131
FCGI,4.0,64,31.4524,134358,61.575,9225037
FCGI,4.0,65,31.5566,132763,60.342,9030517
FCGI,4.0,66,31.5821,133911,60.542,9086504
FCGI,4.0,67,31.6491,133258,61.145,9159771
FCGI,4.0,68,31.7537,133178,60.541,9071682
FCGI,4.0,69,31.8388,134639,61.279,9187471
FCGI,4.0,70,31.9339,132574,60.227,9028207
FCGI,4.0,71,32.0184,134216,61.365,9118582
FCGI,4.0,72,32.1207,133533,61.727,9193681
FCGI,4.0,73,32.2166,133186,63.915,9034304
FCGI,4.0,74,32.2689,135017,62.679,9221923
FCGI,4.0,75,25.9997,134967,64.154,9275399
FCGI,4.0,76,26.6126,133388,62.311,9248359
FCGI,4.0,77,27.1077,134429,62.456,9206791
FCGI,4.0,78,27.6640,134068,63.612,9316425
FCGI,4.0,79,28.1401,133625,63.145,9193707
FCGI,4.0,80,28.5296,134990,64.753,9330177
FCGI,4.0,81,28.9274,133268,62.322,9154068
FCGI,4.0,82,29.3062,134848,62.616,9270865
FCGI,4.0,83,29.6800,133781,63.197,9309178
FCGI,4.0,84,29.7806,133876,62.490,9190595
FCGI,4.0,85,30.1003,134362,62.788,9295935
FCGI,4.0,86,30.4237,133372,63.119,9156802
FCGI,4.0,87,30.7014,134923,62.757,9338781
FCGI,4.0,88,30.9630,133432,61.917,9184348
FCGI,4.0,89,31.1804,134390,63.362,9226063
FCGI,4.0,90,31.3277,133981,63.201,9310424
FCGI,4.0,91,31.5379,133750,62.505,9212101
FCGI,4.0,92,31.7063,134692,63.267,9334033
FCGI,4.0,93,31.8862,133062,62.760,9134940
FCGI,4.0,94,31.9771,135200,64.305,9354487
FCGI,4.0,95,32.0812,133330,62.262,9229589
FCGI,4.0,96,32.1561,134552,62.569,9210736
FCGI,4.0,97,32.2128,133993,62.351,9311504
FCGI,4.0,98,32.3072,133656,61.770,9223575
FCGI,4.0,99,32.3123,134724,65.806,9330530
FCGI,4.0,100,31.7055,133288,66.347,9163851
FCGI,4.0,101,31.7564,135204,67.429,9325078
FCGI,4.0,102,31.8619,133025,64.303,9221308
FCGI,4.0,103,31.8796,134283,63.394,9170719
FCGI,4.0,104,31.9320,133998,64.043,9312062
FCGI,4.0,105,32.0231,133687,62.780,9210842
FCGI,4.0,106,32.0662,134885,64.917,9356088
FCGI,4.0,107,32.0733,133243,65.465,9152773
FCGI,4.0,108,32.1329,134677,65.678,9247172
FCGI,4.0,109,32.1993,133578,66.225,9273648
FCGI,4.0,110,32.2971,134079,64.772,9193440
FCGI,4.0,111,32.3484,134151,64.840,9265104
FCGI,4.0,112,32.3027,133752,65.321,9176549
FCGI,4.0,113,32.3368,134856,64.219,9368169
FCGI,4.0,114,32.3771,133481,62.290,9165100
FCGI,4.0,115,32.3524,134838,63.977,9249986
FCGI,4.0,116,32.3867,133869,63.922,9247488
FCGI,4.0,117,32.4451,133804,65.651,9204259
FCGI,4.0,118,32.5113,134241,65.228,9293598
FCGI,4.0,119,32.5233,133158,68.472,9130488
FCGI,4.0,120,32.5114,135076,67.355,9354785
FCGI,4.0,121,32.4650,133355,62.723,9227300
FCGI,4.0,122,32.4983,134401,63.375,9193492
FCGI,4.0,123,32.5637,133532,64.187,9250931
FCGI,4.0,124,32.5471,133790,63.162,9206195
FCGI,4.0,125,32.5255,134661,64.210,9343189
FCGI,4.0,126,32.4425,133395,62.026,9136036
FCGI,4.0,127,32.4816,135099,63.415,9307701
FCGI,4.0,128,32.4201,133314,62.263,9223065
FCGI,4.0,129,32.4451,134442,63.879,9221194
FCGI,4.0,130,32.4803,133697,62.919,9262785
FCGI,4.0,131,31.9468,133801,64.470,9201862
FCGI,4.0,132,31.9909,134570,65.800,9355256
FCGI,4.0,133,31.9942,133421,62.414,9172694
FCGI,4.0,134,32.0466,134820,64.105,9286104
FCGI,4.0,135,32.0944,133069,62.496,9239340
FCGI,4.0,136,32.1907,134169,62.218,9213366
FCGI,4.0,137,32.1925,134122,61.776,9299272
FCGI,4.0,138,31.9258,133685,61.027,9168233
FCGI,4.0,139,31.5948,135089,62.087,9398191
FCGI,4.0,140,31.5254,133310,61.076,9173460
FCGI,4.0,141,31.5535,134945,62.428,9265621
FCGI,4.0,142,31.4724,133574,62.769,9226239
FCGI,4.0,143,31.5012,134041,63.120,9233990
FCGI,4.0,144,31.5777,134315,63.524,9308262
FCGI,4.0,145,31.6971,133369,63.799,9154255
FCGI,4.0,146,31.8011,135089,64.236,9363183
FCGI,4.0,147,31.8790,132748,64.219,9172622
FCGI,4.0,148,31.9487,134869,67.178,9268746
FCGI,4.0,149,32.0505,133694,64.557,9254790
